CUBE_STRUCTURE_ITEM_ID,CUBE_STRUCTURE_ID,CUBE_VARIABLE_CODE,VARIABLE_ID,ROLE,ORDER,SUBDOMAIN_ID,VARIABLE_SET_ID,MEMBER_ID,DIMENSION_TYPE,ATTRIBUTE_ASSOCIATED_VARIABLE,IS_FLOW,IS_MANDATORY,DESCRIPTION,IS_IMPLEMENTED
ANCRDT_FNNCL_C_1__NEVS_OFF_BLNC_SHT_AMNT,ANCRDT_FNNCL_C_1,NEVS_OFF_BLNC_SHT_AMNT,NEVS,A,109,NEVS_CLLCTN,,,,OFF_BLNC_SHT_AMNT,false,false,,true
ANCRDT_ACCNTNG_C_1__NEVS_DT_PRFRMNG_STTS,ANCRDT_ACCNTNG_C_1,NEVS_DT_PRFRMNG_STTS,NEVS,A,109,NEVS_CLLCTN_WTHT_NA,,,,DT_PRFRMNG_STTS,false,false,,true
ANCRDT_INSTRMNT_PRTCTN_RCVD_C_1__DT_RFRNC,ANCRDT_INSTRMNT_PRTCTN_RCVD_C_1,DT_RFRNC,DT_RFRNC,D,2,DT_END_MNTH_YYYY_MM_DD,,,T,,false,true,,true
ANCRDT_ENTTY_INSTRMNT_C_1__OBSRVD_AGNT_CD,ANCRDT_ENTTY_INSTRMNT_C_1,OBSRVD_AGNT_CD,OBSRVD_AGNT_CD,D,1,STRNG_RSTRCTD_ID_50,,,U,,false,true,,true
ANCRDT_ACCNTNG_C_1__IMPRMNT_ASSSSMNT_MTHD,ANCRDT_ACCNTNG_C_1,IMPRMNT_ASSSSMNT_MTHD,IMPRMNT_ASSSSMNT_MTHD,O,10,IMPRMNT_ASSSSMNT_MTHD_ANCRDT_CLLCTN,,,,,false,false,"The method by which the impairment is assessed, if the instrument is subject to impairment in accordance with applied accounting standards. Collective and individual methods are distinguished.",true
ANCRDT_PRTCTN_RCVD_C_1__NEVS_RECL_PSTL_CD,ANCRDT_PRTCTN_RCVD_C_1,NEVS_RECL_PSTL_CD,NEVS,A,111,NEVS_CLLCTN,,,,RECL_PSTL_CD,false,false,,true
ANCRDT_FNNCL_C_1__NEVS_OTSTNDNG_NMNL_AMNT,ANCRDT_FNNCL_C_1,NEVS_OTSTNDNG_NMNL_AMNT,NEVS,A,113,NEVS_CLLCTN_WTHT_NA,,,,OTSTNDNG_NMNL_AMNT,false,false,,true
ANCRDT_ACCNTNG_C_1__NEVS_ACCNTNG_CLSSFCTN,ANCRDT_ACCNTNG_C_1,NEVS_ACCNTNG_CLSSFCTN,NEVS,A,105,NEVS_CLLCTN,,,,ACCNTNG_CLSSFCTN,false,false,,true
ANCRDT_PRTCTN_RCVD_C_1__NEVS_DT_PRTCTN_VL,ANCRDT_PRTCTN_RCVD_C_1,NEVS_DT_PRTCTN_VL,NEVS,A,105,NEVS_CLLCTN_WTHT_NA,,,,DT_PRTCTN_VL,false,false,,true
ANCRDT_INSTRMNT_C_1__INTRST_RT_RST_FRQNCY,ANCRDT_INSTRMNT_C_1,INTRST_RT_RST_FRQNCY,INTRST_RT_RST_FRQNCY,O,13,FRQNCY_INTRST_RT_RST_ANCRDT_CLLCTN,,,,,false,false,"Frequency at which the interest rate is reset after the initial fixed-rate period, if any.",true
ANCRDT_JNT_LBLTS_C_1__NEVS_JNT_LBLTY_AMNT,ANCRDT_JNT_LBLTS_C_1,NEVS_JNT_LBLTY_AMNT,NEVS,A,105,NEVS_CLLCTN_WTHT_NA,,,,JNT_LBLTY_AMNT,false,false,,true
ANCRDT_INSTRMNT_C_1__FV_CHNG_CR_BFR_PRCHS,ANCRDT_INSTRMNT_C_1,FV_CHNG_CR_BFR_PRCHS,FV_CHNG_CR_BFR_PRCHS,O,27,MNTRY_NN_NGTV_2D,,,,,false,false,The difference between the outstanding nominal amount and the purchase price of the instrument at the purchase date. This amount should be reported for instruments purchased for an amount lower than the outstanding amount due to credit risk deterioration.,true
ANCRDT_INSTRMNT_C_1__NEVS_DT_LGL_FNL_MTRTY,ANCRDT_INSTRMNT_C_1,NEVS_DT_LGL_FNL_MTRTY,NEVS,A,106,NEVS_CLLCTN,,,,DT_LGL_FNL_MTRTY,false,false,,true
ANCRDT_PRTCTN_RCVD_C_1__PRTCTN_VLTN_APPRCH,ANCRDT_PRTCTN_RCVD_C_1,PRTCTN_VLTN_APPRCH,PRTCTN_VLTN_APPRCH,O,8,PRTCTN_VLTN_APPRCH_ANCRDT_CLLCTN,,,,,false,false,Type of protection valuation; method used to determine the protection value.,true
ANCRDT_INSTRMNT_PRTCTN_RCVD_C_1__CNTRCT_ID,ANCRDT_INSTRMNT_PRTCTN_RCVD_C_1,CNTRCT_ID,CNTRCT_ID,D,3,STRNG_RSTRCTD_ID_60,,,B,,false,true,An identifier applied by the reporting agent to uniquely identify each contract. Each contract shouldÂ  have one contract identifier. This value will not change over time and cannot be used as the contract identifier for any other contract.,true
ANCRDT_PRTCTN_RCVD_C_1__DT_ORGNL_PRTCTN_VL,ANCRDT_PRTCTN_RCVD_C_1,DT_ORGNL_PRTCTN_VL,DT_ORGNL_PRTCTN_VL,O,16,DT_FLL_YYYY_MM_DD,,,,,false,false,"The date of the protection's original value, i.e. the date on which the latest appraisal or valuation of the protection was carried out prior to its initial receipt as a credit protection.",true
ANCRDT_PRTCTN_RCVD_C_1__NEVS_TYP_PRTCTN_VL,ANCRDT_PRTCTN_RCVD_C_1,NEVS_TYP_PRTCTN_VL,NEVS,A,117,NEVS_CLLCTN_WTHT_NA,,,,TYP_PRTCTN_VL,false,false,,true
ANCRDT_INSTRMNT_PRTCTN_RCVD_C_1__PRTCTN_ID,ANCRDT_INSTRMNT_PRTCTN_RCVD_C_1,PRTCTN_ID,PRTCTN_ID,D,5,STRNG_RSTRCTD_ID_60,,,B,,false,true,An identifier applied by the reporting agent to uniquely identify each protection used to secure the instrument. Each protection must have one protection identifier. This value will not change over time and cannot be used as the protection identifier for any other protection.,true
ANCRDT_FNNCL_C_1__NEVS_DT_NXT_INTRST_RT_RST,ANCRDT_FNNCL_C_1,NEVS_DT_NXT_INTRST_RT_RST,NEVS,A,107,NEVS_CLLCTN,,,,DT_NXT_INTRST_RT_RST,false,false,,true
ANCRDT_INSTRMNT_C_1__NEVS_SYNDCTD_CNTRCT_ID,ANCRDT_INSTRMNT_C_1,NEVS_SYNDCTD_CNTRCT_ID,NEVS,A,124,NEVS_CLLCTN,,,,SYNDCTD_CNTRCT_ID,false,false,,true
ANCRDT_PRTCTN_RCVD_C_1__RL_ESTT_CLLTRL_LCTN,ANCRDT_PRTCTN_RCVD_C_1,RL_ESTT_CLLTRL_LCTN,RL_ESTT_CLLTRL_LCTN,O,9,STRNG_ID_20,,,,,false,false,Region or country where the collateral is located.,true
ANCRDT_INSTRMNT_C_1__NEVS_DT_END_INTRST_ONLY,ANCRDT_INSTRMNT_C_1,NEVS_DT_END_INTRST_ONLY,NEVS,A,108,NEVS_CLLCTN,,,,DT_END_INTRST_ONLY,false,false,,true
ANCRDT_ACCNTNG_C_1__NEVS_PRVSNS_OFF_BLNC_SHT,ANCRDT_ACCNTNG_C_1,NEVS_PRVSNS_OFF_BLNC_SHT,NEVS,A,114,NEVS_CLLCTN,,,,PRVSNS_OFF_BLNC_SHT,false,false,,true
ANCRDT_PRTCTN_RCVD_C_1__NEVS_ORGNL_PRTCTN_VL,ANCRDT_PRTCTN_RCVD_C_1,NEVS_ORGNL_PRTCTN_VL,NEVS,A,113,NEVS_CLLCTN_WTHT_NA,,,,ORGNL_PRTCTN_VL,false,false,,true
ANCRDT_INSTRMNT_PRTCTN_RCVD_C_1__INSTRMNT_ID,ANCRDT_INSTRMNT_PRTCTN_RCVD_C_1,INSTRMNT_ID,INSTRMNT_ID,D,4,STRNG_RSTRCTD_ID_60,,,B,,false,true,An identifier applied by the reporting agent to uniquely identify each instrument under a single contract. Each instrument must have one instrument identifier. This value will not change over time and cannot be used as the instrument identifier for any other instrument under the same contract.,true
ANCRDT_PRTCTN_RCVD_C_1__NEVS_RECL_TRRTRL_UNT,ANCRDT_PRTCTN_RCVD_C_1,NEVS_RECL_TRRTRL_UNT,NEVS,A,110,NEVS_CLLCTN,,,,RECL_TRRTRL_UNT,false,false,,true
ANCRDT_PRTCTN_RCVD_C_1__NEVS_PRTCTN_PRVDR_CD,ANCRDT_PRTCTN_RCVD_C_1,NEVS_PRTCTN_PRVDR_CD,NEVS,A,115,NEVS_CLLCTN,,,,PRTCTN_PRVDR_CD,false,false,,true
ANCRDT_ACCNTNG_C_1__NEVS_ACCMLTD_CHNGS_FV_CR,ANCRDT_ACCNTNG_C_1,NEVS_ACCMLTD_CHNGS_FV_CR,NEVS,A,112,NEVS_CLLCTN,,,,ACCMLTD_CHNGS_FV_CR,false,false,,true
ANCRDT_PRTCTN_RCVD_C_1__NEVS_DT_MTRTY_PRTCTN,ANCRDT_PRTCTN_RCVD_C_1,NEVS_DT_MTRTY_PRTCTN,NEVS,A,107,NEVS_CLLCTN,,,,DT_MTRTY_PRTCTN,false,false,,true
ANCRDT_ACCNTNG_C_1__NEVS_CMLTV_RCVRS_SNC_DFLT,ANCRDT_ACCNTNG_C_1,NEVS_CMLTV_RCVRS_SNC_DFLT,NEVS,A,115,NEVS_CLLCTN,,,,CMLTV_RCVRS_SNC_DFLT,false,false,,true
ANCRDT_ACCNTNG_C_1__NEVS_IMPRMNT_ASSSSMNT_MTHD,ANCRDT_ACCNTNG_C_1,NEVS_IMPRMNT_ASSSSMNT_MTHD,NEVS,A,111,NEVS_CLLCTN,,,,IMPRMNT_ASSSSMNT_MTHD,false,false,,true
ANCRDT_INSTRMNT_C_1__NEVS_INTRST_RT_RST_FRQNCY,ANCRDT_INSTRMNT_C_1,NEVS_INTRST_RT_RST_FRQNCY,NEVS,A,110,NEVS_CLLCTN,,,,INTRST_RT_RST_FRQNCY,false,false,,true
ANCRDT_INSTRMNT_C_1__NEVS_FV_CHNG_CR_BFR_PRCHS,ANCRDT_INSTRMNT_C_1,NEVS_FV_CHNG_CR_BFR_PRCHS,NEVS,A,113,NEVS_CLLCTN,,,,FV_CHNG_CR_BFR_PRCHS,false,false,,true
ANCRDT_PRTCTN_RCVD_C_1__NEVS_DT_ORGNL_PRTCTN_VL,ANCRDT_PRTCTN_RCVD_C_1,NEVS_DT_ORGNL_PRTCTN_VL,NEVS,A,106,NEVS_CLLCTN_WTHT_NA,,,,DT_ORGNL_PRTCTN_VL,false,false,,true
ANCRDT_INSTRMNT_PRTCTN_RCVD_C_1__OBSRVD_AGNT_CD,ANCRDT_INSTRMNT_PRTCTN_RCVD_C_1,OBSRVD_AGNT_CD,OBSRVD_AGNT_CD,D,1,STRNG_RSTRCTD_ID_50,,,U,,false,true,,true
ANCRDT_PRTCTN_RCVD_C_1__NEVS_PRTCTN_VLTN_APPRCH,ANCRDT_PRTCTN_RCVD_C_1,NEVS_PRTCTN_VLTN_APPRCH,NEVS,A,114,NEVS_CLLCTN_WTHT_NA,,,,PRTCTN_VLTN_APPRCH,false,false,,true
ANCRDT_PRTCTN_RCVD_C_1__NEVS_RL_ESTT_CLLTRL_LCTN,ANCRDT_PRTCTN_RCVD_C_1,NEVS_RL_ESTT_CLLTRL_LCTN,NEVS,A,108,NEVS_CLLCTN,,,,RL_ESTT_CLLTRL_LCTN,false,false,,true
ANCRDT_INSTRMNT_PRTCTN_RCVD_C_1__PRTCTN_ALLCTD_VL,ANCRDT_INSTRMNT_PRTCTN_RCVD_C_1,PRTCTN_ALLCTD_VL,PRTCTN_ALLCTD_VL,O,6,MNTRY_NN_NGTV_2D,,,,,false,false,The maximum amount of the protection value that can be considered as credit protection for the instrument. The amount of the existing third parties or observed agent priority claims against the protection must be excluded in the protection allocated value,true
ANCRDT_INSTRMNT_PRTCTN_RCVD_C_1__THRD_PRTY_PRRTY_CLMS,ANCRDT_INSTRMNT_PRTCTN_RCVD_C_1,THRD_PRTY_PRRTY_CLMS,THRD_PRTY_PRRTY_CLMS,O,7,MNTRY_NN_NGTV_2D,,,,,false,false,The maximum amount of any existing higher ranked liens with respect to third parties other than the observed agent against the protection.,true
ANCRDT_INSTRMNT_PRTCTN_RCVD_C_1__NEVS_PRTCTN_ALLCTD_VL,ANCRDT_INSTRMNT_PRTCTN_RCVD_C_1,NEVS_PRTCTN_ALLCTD_VL,NEVS,A,105,NEVS_CLLCTN_WTHT_NA,,,,PRTCTN_ALLCTD_VL,false,false,,true
ANCRDT_INSTRMNT_PRTCTN_RCVD_C_1__NEVS_THRD_PRTY_PRRTY_CLMS,ANCRDT_INSTRMNT_PRTCTN_RCVD_C_1,NEVS_THRD_PRTY_PRRTY_CLMS,NEVS,A,106,NEVS_CLLCTN_WTHT_NA,,,,THRD_PRTY_PRRTY_CLMS,false,false,,true
