CUBE_HIERARCHY_ID,MAINTENANCE_AGENCY_ID,NAME,CODE,DESCRIPTION,CUBE_HIERARCHY_TYPE,FRAMEWORK_ID
ANCRDT_CLLCTN,ECB,AnaCredit collection,ANCRDT_CLLCTN,,ACQSTN,ANCRDT
